1416,"When I was young, I had to choose between the life of being and the life of doing. And I leapt at the latter like a trout to a fly. But each deed you do, each act, binds you to itself and to its consequences, and makes you act again and yet again. Then very seldom do you come upon a space, a time like this, between act and act, when you may stop and simply be. Or wonder who, after all, you are.",— The Farthest Shore (book),Ursula K. Le Guin
1417,"Come as you are, as you were, as I want you to be. As a friend, as a friend, as a known enemy. Take your time, hurry up. The choice is yours, don't be late. Take a rest as a friend, as an old memoria.",— Come As You Are (song),Nirvana
1418,"Every computer has some main memory it uses to hold executing programs. In a very simple operating system, only one program at a time is in memory. To run a second program, the first one has to be removed and the second one placed in memory.",— Modern Operating Systems 4th Edition Global Edition (book),"Andrew S. Tanenbaum, Herbert Bos"
1419,"Now suddenly you're asking for it back. Could you tell me, where'd you get the nerve? Yeah, you could say you miss all that we had. But I don't really care how bad it hurts when you broke me first. You broke me first.",— You Broke Me (song),Tate McRae
1420,"I don't believe in an interventionist God, but I know, darling, that you do. But if I did I would kneel down and ask him not to intervene when it came to you. Not to touch a hair on your head, to leave you as you are, and if he felt he had to direct you, then direct you into my arms.",— Into My Arms (song),Nick Cave & The Bad Seeds
1421,"What really knocks me out is a book that, when you're all done reading it, you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it. That doesn't happen much, though.",— The Catcher in the Rye (book),J.D. Salinger
1422,"But I believe in true love, you know? I don't believe that everybody gets to keep their eyes or not get sick or whatever, but everybody should have true love, and it should last at least as long as your life does.",— The Fault in Our Stars (book),John Green
1423,It's a fallen situation when all eyes are turned in and a love isn't flowing the way it could have been. You brought it all on but it feels so wrong. You brought it all on. I don't believe this song.,— Pardon My Heart (song),Neil Young
1424,"When life gives you lemons, don't make lemonade. Make life take the lemons back! Get mad!",— Portal 2 (game),Valve
1425,I'd like to keep that particular piece of paper myself. I have a hunch it might turn out to be something pretty important.,— Citizen Kane (movie),Orson Welles
1426,Tonight I just want to take you higher. Throw your hands up in the sky. let's set this party off right.,— 24K Magic (song),Bruno Mars
1427,The line it is drawn the curse it is cast. The slow one now will later be fast as the present now will later be past.,— The Times They Are A-Changin' (song),Bob Dylan
1428,A year has passed since I wrote my note but I should have known this right from the start: only hope can keep me together; love can mend your life but love can break your heart.,— Message In a Bottle (song),The Police
1429,"Nothing is more wonderful than the art of being free, but nothing is harder to learn how to use than freedom.",— Democracy in America (book),Alexis de Tocqueville
1430,"The evil that men should turn their brothers into beasts of burden, to be stripped of spirit, and hope, and strength - only because they are of another race, another creed. If there is a god, he did not mean this to be so.",— The Ten Commandments (book),Cecil B. DeMille
1431,"Almost every time somebody gives me a present, it ends up making me sad.",— The Catcher in the Rye J. D. Salinger (book),J. D. Salinger
1432,"Samatha is a state in which the mind is brought to rest, focused only on one item and not allowed to wander. When this is done, a deep calm pervades body and mind, a state of tranquility which must be experienced to be understood.",— Mindfulness in Plain English (book),Bhante Gunaratana
1433,"Tonight I'm making deals with the devil, and I know it's gonna get me in trouble. Just as long as you know you got me.",— Side To Side (song),Ariana Grande feat. Nicki Minaj
1434,"Your silence furnishes a dark house. But even at the risk of burning, the moth always seeks the light.",— The Poet X (book),Elizabeth Acevedo
1435,"I am never serious, and therefore I have to make jokes do duty both for jest and earnest.",— The Trial (book),Franz Kafka
1436,"Always keep your foes confused. If they are never certain who you are or what you want, they cannot know what you are like to do next. Sometimes the best way to baffle them is to make moves that have no purpose, or even seem to work against you.",— A Storm of Swords (book),George R.R. Martin
1437,"I do not think there is any thrill that can go through the human heart like that felt by the inventor as he sees some creation of the brain unfolding to success. Such emotions make a man forget food, sleep, friends, love, everything.",— Marconi and Tesla: Pioneers of Radio Communication (book),Tim O'Shei
1438,"Home is where I can find some peace of mind to make my own way. I don't know where I will end up but I'll find it someday, keep on searching, engine burning while we're turning it around. But don't get left behind on the road.",— Left Behind (song),Half an Orange
1439,Whatever your goal is you will never succeed unless you let go of your fears and fly.,"— Screw It, Let's Do It: Lessons In Life (book)",Richard Branson
1440,"There is an ancient Indian saying that something lives only as long as the last person who remembers it. My people have come to trust memory over history. Memory, like fire, is radiant and immutable while history serves only those who seek to control it, those who douse the flame of memory in order to put out the dangerous fire of truth. Beware these men for they are dangerous themselves and unwise. Their false history is written in the blood of those who might remember and of those who seek the truth.",— The X-Files (other),Chris Carter
1441,"The sooner your kids appreciate the value of work, the more successful they will be. Work is part of life. You work to earn money, put food on the table, and keep your homes orderly and clean. For your kids, work involves schoolwork, homework, and teamwork at home and in the community.",— Raising Smart Kids for Dummies (book),Marlene Targ Brill
1442,Be impeccable with your word - speak with integrity. Say only what you mean. Avoid using the word to speak against yourself or to gossip about others. Use the power of your word in the direction of truth and love.,"— The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book (book)",Don Miguel Ruiz
1443,"The main thing to do is pay attention. Pay close attention to everything, notice what no one else notices. Then you'll know what no one else knows, and that's always useful.",— The City of Ember (book),Jeanne DuPrau
1444,There's a feeling I get when I look to the west and my spirit is crying for leaving. In my thoughts I have seen rings of smoke through the trees and the voices of those who stand looking.,— Stairway to Heaven (song),Led Zeppelin
1445,"I'm not number one in anything at this point in time. But that's not enough of a reason to quit, nor is it an excuse.",— Haikyuu (movie),Haruichi Furudate
1446,"Sam was the only member of the party who had not been over the river before. He had a strange feeling as the slow gurgling stream slipped by: his old life lay behind him in the mists, dark adventure lay in front.",— The Lord of The Rings (book),J.R.R. Tolkien
1447,"Whatever principle of intelligence we attain unto in this life, it will rise with us in the resurrection. And if a person gains more knowledge and intelligence in this life through his diligence and obedience than another, he will have so much the advantage in the world to come.","— Doctrine and Covenant 130:18,19 (book)",Joseph Smith
1448,"Well, we're doing mighty fine, I do suppose, in our streak of lightning cars and fancy clothes. But just so we're reminded of the ones who are held back, up front, there ought to be a man in black. I wear it for the sick and lonely old, for the reckless ones whose bad trip left them cold. I wear the black in mourning for the lives that could have been. Each week we lose a hundred fine young men.",— Man in Black (song),Johnny Cash
1449,"If we all go for the blonde and block each other, not a single one of us is going to get her. So then we go for her friends, but they will all give us the cold shoulder because no one likes to be second choice. But what if none of us goes for the blonde? We won't get in each other's way and we won't insult the other girls. It's the only way to win.",— A Beautiful Mind (movie),Ron Howard
1450,"You must know that there is nothing higher and stronger and more wholesome and good for life in the future than some good memory, especially a memory of childhood, of home. People talk to you a great deal about your education, but some good, sacred memory, preserved from childhood, is perhaps the best education. If a man carries many such memories with him into life, he is safe to the end of his days, and if one has only one good memory left in one's heart, even that may sometime be the means of saving us.",— The Brothers Karamazov (book),Fyodor Dostoyevsky
1451,"Never give up, no matter how far behind you are, no matter how unlikely it seems you will catch your competitor in front of you. Keep pushing until the checkered flag falls. How many times have you seen the leader of a race have a mechanical problem with only a few laps to go? You will never be able to take advantage of their problems if you are not close. You have to be close to take advantage of luck.",— Speed Secrets: Professional Race Driving Techniques (book),Ross Bentley
1452,"Love isn't just wanting another person the way you want to own an object you see in a store. That's just desire. You want to have it around, take it home and set it up somewhere in the apartment like a lamp.","— Flow My Tears, the Policeman Said (book)",Philip K. Dick
1453,"It hurts to set you free, but you'll never follow me. The end of laughter and soft lies. The end of nights we tried to die. This is the end.",— The End (song),The Doors
1454,"There are mysteries to the universe we were never meant to solve, but who we are and why we are here, are not among them, those answers we carry inside.",— Transformers: Age of Extinction (movie),Michael Bay
1455,I used to walk down the street like I was a fucking star... I want people to walk around delusional about how great they can be - and then to fight so hard for it every day that the lie becomes the truth.,— Public Statement (other),Lady Gaga
1456,"Certain frogs can be frozen solid, then thawed, and then continue living.",— The Book of Useless Information (book),Noel Botham & The Useless Information Society
1457,"Oh, that's ridiculous. You don't know anything about him. He hasn't any recommendations.",— My Man Godfrey (movie),Gregory La Cava
1458,"There is something about yourself that you don't know. Something that you will deny even exists, until it's too late to do anything about it. It's the only reason you get up in the morning. We share an addiction. We're approval junkies. We're all in it for the slap on the back and the gold watch.",— Revolver (movie),Guy Ritchie
1459,"Patience, he thought. So much of this was patience - waiting, and thinking and doing things right. So much of all this, so much of all living was patience and thinking.",— Hatchet (book),Gary Paulsen
1460,I only know that learning to believe in the power of my own words has been the most freeing experience of my life. It has brought me the most light. And isn't that what a poem is? A lantern glowing in the dark.,— The Poet X (book),Elizabeth Acevedo
1461,"That's the thing about girls. Every time they do something pretty, even if they're not much to look at, or even if they're sort of stupid, you fall in love with them, and then you never know where the hell you are. Girls. Jesus Christ. They can drive you crazy. They really can.",— The Catcher in the Rye (book),J. D. Sallinger
1462,"When a mother cormorant feels that her offspring are ready to leave the nest, she makes sure this happens by destroying the nest completely.",— 1001 Cool Freaky Facts (book),Glen Singleton
1463,"Suffering has been stronger than all other teaching, and has taught me to understand what your heart used to be.",— Great Expectations (book),Charles Dickens
1464,"Sing as you raise your bow, shoot straighter than before. No comfort has the fire at night that lights the face so cold.",— The Battle Of Evermore (song),Led Zeppelin
1465,"It's just a travesty, towering, blocking out the light and blinding me.",— The Wall (song),Kansas
1466,"Once there were two moons in the sky, but one wandered too close to the sun and cracked from the heat. A thousand thousand dragons poured forth, and drank the fire of the sun. That is why dragons breathe flame. One day the other moon will kiss the sun too, and then it will crack and the dragons will return.",— A Game of Thrones (book),George R. R. Martin
1467,If I have to hear one more time that you did this for the family...,— Breaking Bad (other),Vince Gilligan
1468,"There was no reason for me to stay in the real world any longer. In the real world, it didn't matter if I was there or not. When I realized that, I was no longer afraid of losing my body.",— Serial Lain Experiments (other),"Ueda, Shigeru"
1469,"The way I see it, every life is a pile of good things and bad things. The good things don't always soften the bad things, but vice versa the bad things don't always spoil the good things or make them unimportant. And we definitely added to his pile of good things.",— Doctor Who (other),"Sydney Newman, C. E. Webber, and Donald Wilson"
1470,"Social scientists sometimes talk about the concept of ""identity"". It is the idea that you have a particular vision of the kind of person you are, and you feel awful when you do things that are out of line with that vision.",— Freakonomics (book),Steven D. Levitt & Stephen J. Dubner
1471,I figured since I was lying about my income for a couple of years I could afford a fake house in the Hamptons.,— Seinfeld (other),Larry David and Jerry Seinfeld
1472,I'd do anything in my power to see you just smile. I want you to prosper and come proper. Even if that means I ain't by your side.,— Smile (song),Juice WRLD
1473,"It was the last that remained of a past whose annihilation had not taken place because it was still in a process of annihilation, consuming itself from within, ending at every moment but never ending its ending.",— One Hundred Years of Solitude (book),Gabriel García Márquez
1474,"I haven't done a cartwheel since I was nine. I haven't seen my mother in a long, long time. I mean, look at me. Look at the length of my hair, and my face, the shape of my body. Do you really think I give a damn what I do after years of just hearing them talking?",— A&W (song),Lana Del Rey
1475,"The man who lies asleep will never waken fame, and his desire and all his life drift past him like a dream, and the traces of his memory fade from time like smoke in air, or ripples on a stream.",— The Divine Comedy (book),Dante Alighieri
1476,"Imagine for a moment if we once again knew these few unremarkable things: What it is we're eating. Where it came from. How it found its way to our table. And what, in a true accounting, it really cost. We would no longer need any reminding that however we choose to feed ourselves, we eat by the grace of nature, not industry, and what we're eating is never anything more or less than the body of the world.",— The Omnivore's Dilemma: A Natural History of Four Meals (book),Michael Pollan
1477,"As you decide, you shall be left as you were before, and neither richer nor wiser, unless the sense of service rendered to a man in mortal distress may be counted as a kind of riches of the soul.",— The Strange Case of Dr. Jekyll and Mr. Hyde (book),Robert Louis Stevenson
1478,"When you find that one person who connects you to the world, you become someone different. Someone better. When that person is taken from you, what do you become then?",— Person of Interest (movie),Jonathan Nolan
1479,"When you think about it, we're all different people all through our lives. And that's okay, that's good, you've got to keep moving, so long as you remember all the people that you used to be. I will not forget one line of this. Not one day, I swear. I will always remember when the Doctor was me.",— Doctor Who (other),Steven Moffat
1480,"So, tell me pretty lies, look me in my face. Tell me that you love me, even if it's fake. You can lead me on and leave these questions in my sheets. I'm under it, I made my bed and I'm still wondering.",— Monsters (song),All Time Low ft. Demi Lovato & blackbear
1481,We've eased each other's boredom for quite a while... it's been quite fun.,— Death Note (other),Tetsuro Araki
1482,What's an astronaut's favorite key on a keyboard? The space bar.,— Short Joke (other),https://www.rd.com/jokes
1483,It seemed funny to me that the sunset she saw from her patio and the one I saw from the back steps was the same one. Maybe the two different worlds we lived in weren't so different. We saw the same sunset.,— The Outsiders (book),S.E. Hinton
1484,A bookstore is one of the only pieces of physical evidence we have that people are still thinking.,— Jerry Seinfeld Quotes (other),Jerry Seinfeld
1485,"You have two choices: you can keep running and hiding and blaming the world for your problems, or you can stand up for yourself and decide to be somebody important.",— Nothing Lasts Forever (book),Sidney Sheldon
1486,I suppose I could collect my books and get on back to school or steal my daddy's cue and make a living out of playing pool or find myself a rock and roll band that needs a helping hand.,— Maggie May (song),Rod Stewart
1487,How do you tell if a vampire is sick? By how much he is coffin.,— Short Joke (other),rd.com
1488,"Tell me how we're not alike, but we work so well and we don't even know why. Funny how the stars crossed right, 'cause we work so well, and we don't even know why. You can call it fire and ice, but we work so well, and we don't even know why.",— Why (song),Sabrina Carpenter
1489,"He tried to calculate if his total good done was greater than the sum of harm facilitated during his time in public office, and he wasn't sure of the equation's sum.",— Olga Dies Dreaming (book),Xochitl Gonzalez
1490,Sometimes I tuck my knees into my chest and lean forward. That's just how I roll.,— Short Joke (other),https://www.rd.com/jokes
1491,"And still I stood looking at the house, thinking how happy I should be if I lived there with her, and knowing that I never was happy with her, but always miserable.",— Great Expectations (book),Charles Dickens
1492,Here I am with you and yet not for a single moment do I forget that there's an unfinished novel waiting for me.,— The Stories of Anton Chekhov (book),Anton Chekhov
1493,"Sir, with no intention to take offence, I deny your right to put words into my mouth.",— Treasure Island (book),Robert Stevenson
1494,Remember life and then your life becomes a better one. I made a man so happy when I wrote a letter once.,— 7 Years lyrics (song),Lukas Graham
1495,The days miss their mark and the night gets so dark and some kind of message comes through to you. Some kind of message shoots through,— Dan Fogelberg (song),Part Of The Plan
1496,"One day she left without a word, she took away the sun. And in the dark she left behind, I knew what she had done. She'd left me for another, it's a common tale but true.",— Lemon Tree (song),"Peter, Paul and Mary"
1497,"Well, this is the end of a perfect day, near the end of a journey, too. But it leaves a thought that is big and strong, with a wish that is kind and true. For memory has painted this perfect day with colors that never fade, and we find at the end of a perfect day the soul of a friend we've made.",— A Perfect Day (song),Carrie Jacobs-Bond
1498,Women like her are only hard to love by men who believe love is just a word.,— Her (book),Pierre A Jeanty
1499,"Hey Baby, you know it's funny. Even though I heard it so many times in the court case, I still can't get used to the fact that your real name is Miles. It's a cool name though. I can think of a lot of great Miles songs. But we still have to get through all those Baby songs first. I can't wait until the day when it's just us, music and the road.",— Baby Driver (movie),Edgar Wright
1500,"Sometimes people have to do things that just seem right. That seem right in their hearts, I mean. And if they do those things and then end up not feeling right, full of questions and sort of like they got indigestion, only inside their heads instead of in their guts, they think they made a mistake.",— Pet Sematary (book),Stephen King
1501,Wikipedia is the best thing ever. Anyone in the world can write anything they want about any subject. So you know you are getting the best possible information.,— The Office (other),Greg Daniels
1502,"When I need to find something out, I just go out and look for somebody that knows more than me, and I go and ask them. Sometimes I ask pretty hard.",— Sin City (movie),Robert Rodriguez
1503,"I wish that strife would vanish away from among gods and mortals, and gall, which makes a man grow angry for all his great mind, that gall of anger that swarms like smoke inside of a man's heart and becomes a thing sweeter to him by far than the dripping of honey.",— The Iliad (book),Homer
1504,"I have a dream, a song to sing, to help me cope with anything. If you see the wonder of a fairy tale you can take the future even if you fail.",— I Have A Dream (song),ABBA
1505,"This life has been a test. If it had been an actual life, you would have received instructions on where to go and what to do.",— My So-Called Life (other),Winnie Holzman
1506,"Reach out your hand if your cup be empty. If your cup is full, may it be again. Let it be known there is a fountain that was not made by the hands of men.",— Ripple (song),Grateful Dead
1507,"I'm in love with the shape of you, we push and pull like a magnet do, although my heart is falling too, I'm in love with your body.",— Shape of You (song),Ed Sheeran
1508,"We all start out knowing magic. We are born with whirlwinds, forest fires, and comets inside us. We are born able to sing to birds and read the clouds and see our destiny in grains of sand. But then we get the magic educated right out of our souls.",— Swan Song (book),Robert R. McCammon
1509,"Don't keep me waiting. I've been waiting all night to get closer and you already know I got it for you. You know the vibes, know the vibes.",— Vibez (song),ZAYN
1510,"I tried so hard and got so far. But in the end, it doesn't even matter. I had to fall to lose it all. But in the end, it doesn't even matter.",— In The End (song),Linkin Park
1511,"Man, don't tell me how good I was. I just got away with it because I had a hangover. I was too mad to be scared and too sick to worry about it. You know that.",— El Dorado (movie),Howard Hawks
1512,I'm still learning about life. My woman brought children for me so I can sing them all my songs and I can tell them stories. Most of my boys are with me. Some are still out seeking glory.,— 7 Years lyrics (song),Lukas Graham
1513,"I've been there all night, I've been there all day, and boy, got me walkin' side to side.",— Side To Side (song),Ariana Grande feat. Nicki Minaj
1514,"Well that is where we are. You say we are on the brink of destruction and you are right. But it is only on the brink that people find the will to change. Only at the precipice do we evolve. This is our moment. Don't take it from us, we are close to an answer.",— The Day The Earth Stood Still (movie),Scott Derrickson
1515,"Rows and flows of angel hair, and ice cream castles in the air, and feather canyons everywhere. I've looked at clouds that way, but now they only block the sun. They rain and snow on everyone. So many things I would have done, but clouds got in my way.","— Both Sides, Now (song)",Joni Mitchell
1516,I knew I was an unwanted child when my bath toys were a toaster and a radio.,— Joan Rivers Quotes (other),Joan Rivers
1517,"The moon belongs to everyone; the best things in life are free. The stars belong to everyone; they gleam there for you and me. The flowers in spring, the robins that sing, the sunbeams that shine - they're yours, they're mine. And love can come to everyone - the best things in life are free!",— Best Things in life Are Free (song),Ray Henderson
1518,Classification is the process of grouping things based on their similarities.,— Science Literacy Vocabulary (other),Literacy Team
1519,"I do not know what I may appear to the world, but to myself I seem to have been only like a boy playing on the seashore, and diverting myself in now and then finding a smoother pebble or a prettier shell than ordinary, whilst the great ocean of truth lay all undiscovered before me.","— Memoirs of the Life, Writings, and Discoveries of Sir Isaac Newton (book)",Sir David Brewster
1520,How many doctors does it take to change a light bulb? It depends on what kind of insurance the light bulb has.,— Short Joke (other),rd.com
1521,There is someone that I must meet again. And until that day... not even Death itself can take my life away!,— One Piece (book),Eiichiro Oda
1522,"I'll tell you why. I think you're a lonely person. I drive by this place a lot and I see you here. I see a lot of people around you. And I see all these phones and all this stuff on your desk. It means nothing. Then when I came inside and I met you, I saw in your eyes and I saw the way you carried yourself that you're not a happy person. And I think you need something. And if you want to call it a friend, you can call it a friend.",— Taxi Driver (movie),Martin Scorsese
1523,I know there's something in the wake of your smile. I get a notion from the look in your eyes. You've built a love but that love falls apart. Your little piece of heaven turns too dark.,— Listen to Your Heart (song),Roxette
1524,"There's a sign on the wall but she wants to be sure 'cause you know sometimes words have two meanings. In a tree by the brook, there's a songbird who sings, sometimes all of our thoughts are misgiven.",— Stairway to Heaven (song),Led Zeppelin
1525,"Perhaps the most valuable result of all education is the ability to make yourself do the thing you have to do, when it ought to be done, whether you like it or not; it is the first lesson that ought to be learned; and however early a man's training begins, it is probably the last lesson that he learns thoroughly.",— Technical Education (book),Thomas H. Huxley
1526,"You can tell from the lines on her face, you can see that she's been there. Probably been moved on from every place 'cause she didn't fit in there.",— Another Day In Paradise (song),Phil Collins
1527,"You are Carol Danvers. You were the woman on that black box risking her life to do the right thing. My best friend. Who supported me as a mother and a pilot when no one else did. You were smart, and funny, and a huge pain in the ass. And you were the most powerful person I knew, way before you could shoot fire through your fists.",— Captain Marvel (movie),"Anna Boden, Ryan Fleck"
1528,He thinks he'll be remembered as the villain in the story. But I forgot to tell him that the villain is usually the person who locks up the maiden and throws away the key. He was the one who let me out.,— A Court of Mist and Fury (book),Sarah J. Maas
1529,"Most people can motivate themselves to do things simply by knowing that those things need to be done. But not me. For me, motivation is this horrible, scary game where I try to make myself do something while I actively avoid doing it. If I win, I have to do something I don't want to do. If I lose, I'm one step closer to ruining my entire life. And I never know whether I'm going to win or lose until the last second.","— Hyperbole and a half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened (book)",Alexandra Brosh
1530,"In a way fighting was just like using magic. You said the words, and they altered the universe. By merely speaking you could create damage and pain, cause tears to fall, drive people away, make yourself feel better, make your life worse.",— The Magicians (book),Lev Grossman
1531,Reading departure signs in some big airport reminds me of the places I've been.,"— Changes In Latitudes, Changes In Attitudes (other)",Jimmy Buffett
1532,"Oh, don't worry! I just need to conduct a size check.",— Seven Deadly Sins (book),Nakaba Suzuki
1533,"For me, good design means that when I make a change, it's as if the entire program was crafted in anticipation of it. I can solve a task with just a few choice function calls that slot in perfectly, leaving not the slightest ripple on the placid surface of the code.",— Game programming patterns (book),Robert Nystrom
1534,"Jesse, you asked me if I was in the meth business or the money business. Neither. I'm in the empire business.",— Breaking Bad (other),Vince Gilligan
1535,I've been making a list of the things they don't teach you at school. They don't teach you how to love somebody. They don't teach you how to be famous. They don't teach you how to be rich or how to be poor. They don't teach you how to walk away from someone you don't love any longer. They don't teach you how to know what's going on in someone else's mind. They don't teach you what to say to someone who's dying. They don't teach you anything worth knowing.,— The Kindly Ones (book),Neil Gaiman
1536,You know every world will have its end. I'm here to prove it all to you. I am who you don't think I am. All wrapped up in my evil plan.,— Sonic and the Black Knight (game),Sonic Team
1537,"Maybe someday we can talk about our past and we can talk about the weather; whenever you leave I don't care what I'm remembered for, I just want to be remembered.",— Nicole (song),Hotel Books
1538,"If I ruled the world every day would be the first day of spring, every heart would have a new song to sing, and we'd sing of the joy every morning would bring. If I ruled the world every man would be as free as a bird, every voice would be a voice to be heard. Take my word, we would treasure each day that occurred.",— If I Ruled the World (song),Jamie Cullum
1539,"There are so many different ways to be connected to people. There are the people you feel this unspoken connection to, even though there's not even a word for it. There's the people who you've known forever who know you in this way that other people can't because they've seen you change... they've let you change.",— My So-Called Life (other),Winnie Holzman
1540,"Sally and I did not know what to say. Should we tell her the things that went on there that day? Should we tell her about it? Now, what should we do? Well, what would you do if your mother asked you?",— The Cat in the Hat (book),Dr. Seuss
1541,"All our knowledge begins with the senses, proceeds then to the understanding, and ends with reason. There is nothing higher than reason.",— Critique of Pure Reason (book),Immanuel Kant
1542,"We don't understand that life is heaven, for we have only to understand that and it will at once be fulfilled in all its beauty, we shall embrace each other and weep.",— The Brothers Karamazov (book),Fyodor Dostoyevsky
1543,"At the edge of our hope, at the end of our time, we have chosen not only to believe in ourselves, but in each other. Today there is not a man nor woman in here that shall stand alone. Not today. Today we face the monsters that are at our door and bring the fight to them! Today, we are cancelling the apocalypse!",— Pacific Rim (movie),Guillermo del Toro
1544,"The more you try to be special, the more you get hurt. Just be, just melt and become part of the wind around you, the earth around you, become a part of everything. You're here only for a while. At least when you're in a place like this, where nobody is going to trample on you, let your defenses down.",— The Body Keeps the Score (book),Bessel Van Der Kolk
1545,"All the blue light reflections that color my mind when I sleep. And the lovesick rejections that accompany the company I keep. All the razor perceptions that cut just a little too deep. Hey I can bleed as well as anyone, but I need someone to help me sleep.",— Mrs. Potter's Lullaby (song),Counting Crows
1546,"While the simple act of putting one foot in front of the other seems to require no instruction or comment, there are, in fact, good and bad ways to walk, and good and bad walkers. Good walkers can walk effortlessly all day, while bad ones may be exhausted after a few hours.",— The Backpacker's Handbook 3rd Edition (book),Chris Townsend
1547,"Let me finish. I thought I wanted to be alone tonight, and then I realized that I didn't because I wanted to be with my family. If you can't keep it together tonight of all nights, then as far as I'm concerned you can all rot in hell.",— Suits (other),Universal Studios Home Entertainment
1548,"So my life is a point-counterpoint, a kind of fugue, and a falling away -and everything winds up being lost to me, and everything falls into oblivion, or into the hands of the other man.",— Collected Fictions (book),Jorge Luis Borges
1549,"We'll make a great team, old man. You for the words, me for the pictures. I can be your eyes.",— The Year of Living Dangerously (movie),Peter Weir
1550,"Someone once told me that time was a predator that stalked us all our lives. I rather believe that time is a companion who goes with us on the journey and reminds us to cherish every moment, because it will never come again. What we leave behind is not as important as how we've lived. After all Number One, we're only mortal.",— Star Trek: Generations (movie),David Carson
1551,"I'm not square, you're the one that's square. You're full of it, man.",— Taxi Driver (movie),Martin Scorsese
1552,"Formerly, when I would feel a desire to understand someone, or myself, I would take into consideration not actions, in which everything is relative, but wishes. Tell me what you want and I'll tell you who you are.",— The Stories of Anton Chekhov (book),Anton Chekhov
1553,"No matter how hard the wind howls, the mountain cannot bow to it.",— Mulan (book),"Barry Cook, Tony Bancroft"
1554,"On my way out I was even going to shake his hand, but I remembered just in time that I'd killed a man.",— The Stranger (book),Albert Camus
1555,"You never understood why we did this. The audience knows the truth: The world is simple. And miserable. Solid all the way through. But if you could fool them, even for a second, then you could make them wonder, and then you got to see something very special. You really don't know? It was the look on their faces.",— The Prestige (movie),Christopher Nolan
1556,It is a narrow mind which cannot look at a subject from various points of view.,— Middlemarch (book),George Eliot
1557,Get whatever information you can from him about the terrorists. If he's alive that is.,— Metal Gear Solid (game),Konami
1558,"The pleasure of remembering had been taken from me, because there was no longer anyone to remember with. It felt like losing your co-rememberer meant losing the memory itself, as if the things we'd done were less real and important than they had been hours before.",— The Fault in Our Stars (book),John Green
1559,"Perhaps I will die too, she told herself, and the thought did not seem so terrible to her. If she flung herself from the window, she could put an end to her suffering, and in the years to come the singers would write songs of her grief. Her body would lie on the stones below, broken and innocent, shaming all those who had betrayed her. Sansa went so far as to cross the bedchamber and throw open the shutters, but then her courage left her, and she ran back to her bed, sobbing.",— A Game of Thrones (book),George R. R. Martin
1560,"What is this place, and who am I? I don't remember my name. All I remember is that I don't know my name and that I can't remember if I do know my name. I have this strange feeling that I've forgotten all of this before.",— Xavier: Renegade Angel (other),Vernon Chatman and John Lee
1561,"I don't want to set the world on fire, I just want to start a flame in your heart. In my heart I have but one desire, and that one is you, no other will do. I've lost all ambition for worldly acclaim, I just want to be the one you love. And with your admission that you feel the same, I'll have reached the goal I'm dreaming of, believe me.",— I Don't Want to Set the World on Fire (song),The Ink Spots
1562,"I'm trying to explain that I'm a person who wishes to live a very quiet life. I take care not to trouble myself with any enemies, like winning and losing, that would cause me to lose sleep at night. That is how I deal with society, and I know that is what brings me happiness. Although, if I were to fight I wouldn't lose to anyone.",— Yoshikage's Reveal (other),Hirohiko Araki
1563,"My whole thing is to inspire, to better people, to better myself forever in this thing that we call rap, this thing that we call hip hop.",— Hop Quote (other),Submitted
1564,If your time to you is worth saving then you better start swimming or you'll sink like a stone.,— The Times They Are A-Changin' (song),Bob Dylan
1565,"Clear and sweet is my soul, clear and sweet is all that is not my soul.",— Leaves of Grass (book),Walt Whitman
1566,"For what it's worth: it's never too late or, in my case, too early to be whoever you want to be. There's no time limit, stop whenever you want. You can change or stay the same, there are no rules to this thing. We can make the best or the worst of it. I hope you make the best of it. And I hope you see things that startle you. I hope you feel things you never felt before. I hope you meet people with a different point of view. I hope you live a life you're proud of. If you find that you're not, I hope you have the strength to start all over again.",— The Curious Case of Benjamin Button (movie),David Fincher
1567,"Life can bring lots of hardships, but it's always important to keep in mind that there are people around you who care for you, and are willing to help you through whatever you're dealing with.",— Clannad (other),Fumihiko Shimo
1568,"And still I stood looking at the house, thinking how happy I should be if I lived there with her, and knowing that I never was happy with her, but always miserable.",— Great Expectations (book),Charles Dickens
1569,"By love you mean big lightning bolts to the heart, where you can't eat and you can't work, and you just run off and get married and make babies. The reason you haven't felt it is because it doesn't exist. What you call love was invented by guys like me.",— Mad Men (other),Lionsgate
1570,"You'll see one day when you move out it just sort of happens one day and it's gone. You feel like you can never get it back. It's like you feel homesick for a place that doesn't even exist. Maybe it's like this rite of passage, you know. You won't ever have this feeling again until you create a new idea of home for yourself, you know, for your kids, for the family you start, it's like a cycle or something. I don't know but I miss the idea of it, you know. Maybe that's all family really is. A group of people that miss the same imaginary place.",— Garden State (movie),Zach Braff
1571,"Sometimes you are too ashamed to leave. That was true now. And sometimes you need too much to know the facts, and so humbly and stupidly you stay.",— A Separate Peace (book),John Knowles
1572,"Turn me loose from your hands, let me fly to distant lands over green fields, trees and mountains, flowers and forest fountains. Home along the lanes of the skyway.",— Skyline Pigeon (song),Elton John
